jahr,region,bundesland_code,icd_code,icd_bezeichnung,sterbefaelle,sterbefaelle_je_100k,sterbefaelle_je_100k_altersstand
2021,Rheinland-Pfalz,DE-RP,K00-K93,K00-K93 Krankheiten des Verdauungssystems,2207,53.8,53.5
2021,Rheinland-Pfalz,DE-RP,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,85,2.1,2.1
2021,Rheinland-Pfalz,DE-RP,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,360,8.8,8.7
2021,Rheinland-Pfalz,DE-RP,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,1193,29.1,29.0
2021,Rheinland-Pfalz,DE-RP,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2021,Rheinland-Pfalz,DE-RP,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",69,1.7,1.6
2021,Rheinland-Pfalz,DE-RP,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",117,2.9,2.8
2021,Rheinland-Pfalz,DE-RP,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",857,20.9,20.7
2021,Rheinland-Pfalz,DE-RP,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",2224,54.2,54.0
2021,Rheinland-Pfalz,DE-RP,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,2790,68.0,67.8
2021,Saarland,DE-SL,,Alle Krankheiten und Folgen äußerer Ursachen,14276,1452.0,1333.1
2021,Saarland,DE-SL,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,160,16.3,14.9
2021,Saarland,DE-SL,C00-D48,C00-D48 Neubildungen,3444,350.3,321.1
2021,Saarland,DE-SL,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,56,5.7,5.3
2021,Saarland,DE-SL,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",728,74.0,68.1
2021,Saarland,DE-SL,F00-F99,F00-F99 Psychische und Verhaltensstörungen,798,81.2,74.7
2021,Saarland,DE-SL,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,465,47.3,43.6
2021,Saarland,DE-SL,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,4533,461.1,422.1
2021,Saarland,DE-SL,J00-J99,J00-J99 Krankheiten des Atmungssystems,869,88.4,80.8
2021,Saarland,DE-SL,K00-K93,K00-K93 Krankheiten des Verdauungssystems,575,58.5,53.8
2021,Saarland,DE-SL,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,19,1.9,1.8
2021,Saarland,DE-SL,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,86,8.7,8.0
2021,Saarland,DE-SL,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,399,40.6,37.1
2021,Saarland,DE-SL,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2021,Saarland,DE-SL,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",16,1.6,1.8
2021,Saarland,DE-SL,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",17,1.7,1.7
2021,Saarland,DE-SL,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",790,80.4,73.6
2021,Saarland,DE-SL,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",563,57.3,53.8
2021,Saarland,DE-SL,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,758,77.1,70.9
2021,Sachsen,DE-SN,,Alle Krankheiten und Folgen äußerer Ursachen,64373,1589.5,1340.5
2021,Sachsen,DE-SN,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,603,14.9,12.5
2021,Sachsen,DE-SN,C00-D48,C00-D48 Neubildungen,13000,321.0,276.9
2021,Sachsen,DE-SN,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,229,5.7,4.8
2021,Sachsen,DE-SN,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",2085,51.5,43.2
2021,Sachsen,DE-SN,F00-F99,F00-F99 Psychische und Verhaltensstörungen,3079,76.0,62.8
2021,Sachsen,DE-SN,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,1927,47.6,39.8
2021,Sachsen,DE-SN,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,23554,581.6,481.6
2021,Sachsen,DE-SN,J00-J99,J00-J99 Krankheiten des Atmungssystems,2547,62.9,53.0
2021,Sachsen,DE-SN,K00-K93,K00-K93 Krankheiten des Verdauungssystems,2727,67.3,59.5
2021,Sachsen,DE-SN,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,78,1.9,1.6
2021,Sachsen,DE-SN,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,342,8.4,7.0
2021,Sachsen,DE-SN,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,952,23.5,19.3
2021,Sachsen,DE-SN,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2021,Sachsen,DE-SN,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",46,1.1,1.2
2021,Sachsen,DE-SN,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",92,2.3,2.3
2021,Sachsen,DE-SN,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",934,23.1,20.9
2021,Sachsen,DE-SN,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",3225,79.6,69.5
2021,Sachsen,DE-SN,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,8953,221.1,184.6
2021,Sachsen-Anhalt,DE-ST,,Alle Krankheiten und Folgen äußerer Ursachen,37289,1714.5,1449.7
2021,Sachsen-Anhalt,DE-ST,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,327,15.0,12.6
2021,Sachsen-Anhalt,DE-ST,C00-D48,C00-D48 Neubildungen,8423,387.3,325.6
2021,Sachsen-Anhalt,DE-ST,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,136,6.3,5.3
2021,Sachsen-Anhalt,DE-ST,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",1686,77.5,65.4
2021,Sachsen-Anhalt,DE-ST,F00-F99,F00-F99 Psychische und Verhaltensstörungen,1670,76.8,65.3
2021,Sachsen-Anhalt,DE-ST,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,1215,55.9,47.0
2021,Sachsen-Anhalt,DE-ST,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,13581,624.4,526.4
2021,Sachsen-Anhalt,DE-ST,J00-J99,J00-J99 Krankheiten des Atmungssystems,1517,69.7,58.0
2021,Sachsen-Anhalt,DE-ST,K00-K93,K00-K93 Krankheiten des Verdauungssystems,1675,77.0,66.8
2021,Sachsen-Anhalt,DE-ST,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,40,1.8,1.5
2021,Sachsen-Anhalt,DE-ST,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,194,8.9,7.6
2021,Sachsen-Anhalt,DE-ST,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,902,41.5,34.9
2021,Sachsen-Anhalt,DE-ST,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2021,Sachsen-Anhalt,DE-ST,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",32,1.5,1.8
2021,Sachsen-Anhalt,DE-ST,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",62,2.9,2.9
2021,Sachsen-Anhalt,DE-ST,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",616,28.3,25.1
2021,Sachsen-Anhalt,DE-ST,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",1335,61.4,54.4
2021,Sachsen-Anhalt,DE-ST,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,3877,178.3,149.1
2021,Schleswig-Holstein,DE-SH,,Alle Krankheiten und Folgen äußerer Ursachen,36792,1261.5,1210.3
2021,Schleswig-Holstein,DE-SH,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,556,19.1,18.3
2021,Schleswig-Holstein,DE-SH,C00-D48,C00-D48 Neubildungen,9499,325.7,309.6
2021,Schleswig-Holstein,DE-SH,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,142,4.9,4.7
2021,Schleswig-Holstein,DE-SH,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",935,32.1,31.0
2021,Schleswig-Holstein,DE-SH,F00-F99,F00-F99 Psychische und Verhaltensstörungen,2237,76.7,74.2
2021,Schleswig-Holstein,DE-SH,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,1247,42.8,40.7
2021,Schleswig-Holstein,DE-SH,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,12565,430.8,414.9
2021,Schleswig-Holstein,DE-SH,J00-J99,J00-J99 Krankheiten des Atmungssystems,2285,78.3,74.6
2021,Schleswig-Holstein,DE-SH,K00-K93,K00-K93 Krankheiten des Verdauungssystems,1605,55.0,53.0
2021,Schleswig-Holstein,DE-SH,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,94,3.2,3.1
2021,Schleswig-Holstein,DE-SH,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,135,4.6,4.4
2021,Schleswig-Holstein,DE-SH,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,1347,46.2,44.5
2021,Schleswig-Holstein,DE-SH,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2021,Schleswig-Holstein,DE-SH,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",41,1.4,1.5
2021,Schleswig-Holstein,DE-SH,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",72,2.5,2.5
2021,Schleswig-Holstein,DE-SH,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",996,34.2,33.2
2021,Schleswig-Holstein,DE-SH,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",1755,60.2,58.2
2021,Schleswig-Holstein,DE-SH,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,1281,43.9,41.9
2021,Thüringen,DE-TH,,Alle Krankheiten und Folgen äußerer Ursachen,34830,1647.2,1441.7
2021,Thüringen,DE-TH,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,503,23.8,20.6
2021,Thüringen,DE-TH,C00-D48,C00-D48 Neubildungen,6883,325.5,281.3
2021,Thüringen,DE-TH,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,140,6.6,5.7
2021,Thüringen,DE-TH,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",1510,71.4,62.8
2021,Thüringen,DE-TH,F00-F99,F00-F99 Psychische und Verhaltensstörungen,1326,62.7,55.7
2021,Thüringen,DE-TH,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,1018,48.1,41.9
2021,Thüringen,DE-TH,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,12713,601.2,528.3
2021,Thüringen,DE-TH,J00-J99,J00-J99 Krankheiten des Atmungssystems,2102,99.4,85.6
2021,Thüringen,DE-TH,K00-K93,K00-K93 Krankheiten des Verdauungssystems,1615,76.4,67.4
2021,Thüringen,DE-TH,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,44,2.1,1.8
2021,Thüringen,DE-TH,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,103,4.9,4.2
2021,Thüringen,DE-TH,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,1105,52.3,45.8
2021,Thüringen,DE-TH,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2021,Thüringen,DE-TH,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",18,0.9,1.0
2021,Thüringen,DE-TH,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",32,1.5,1.5
2021,Thüringen,DE-TH,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",672,31.8,28.7
2021,Thüringen,DE-TH,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",1014,48.0,43.8
2021,Thüringen,DE-TH,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,4032,190.7,165.6
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,,Alle Krankheiten und Folgen äußerer Ursachen,825647,1167.6,1213.3
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,12662,17.9,18.6
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,C00-D48,C00-D48 Neubildungen,194219,274.7,285.2
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,4009,5.7,5.9
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",30444,43.1,44.8
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,F00-F99,F00-F99 Psychische und Verhaltensstörungen,50687,71.7,74.6
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,29571,41.8,43.4
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,269413,381.0,396.8
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,J00-J99,J00-J99 Krankheiten des Atmungssystems,48104,68.0,70.8
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,K00-K93,K00-K93 Krankheiten des Verdauungssystems,34728,49.1,50.9
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,1505,2.1,2.2
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,5126,7.2,7.5
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,21857,30.9,32.2
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",1200,1.7,1.6
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",1861,2.6,2.6
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",34808,49.2,50.8
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",34864,49.3,50.8
2021,Früheres Bundesgebiet und Berlin-Ost,DE-WEST,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,50563,71.5,74.4
2021,Neue Länder ohne Berlin-Ost,DE-EAST,,Alle Krankheiten und Folgen äußerer Ursachen,198040,1586.2,1372.4
2021,Neue Länder ohne Berlin-Ost,DE-EAST,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,2208,17.7,15.2
2021,Neue Länder ohne Berlin-Ost,DE-EAST,C00-D48,C00-D48 Neubildungen,42941,343.9,297.6
2021,Neue Länder ohne Berlin-Ost,DE-EAST,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,701,5.6,4.8
2021,Neue Länder ohne Berlin-Ost,DE-EAST,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",7422,59.4,51.4
2021,Neue Länder ohne Berlin-Ost,DE-EAST,F00-F99,F00-F99 Psychische und Verhaltensstörungen,9303,74.5,64.5
2021,Neue Länder ohne Berlin-Ost,DE-EAST,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,6207,49.7,42.7
2021,Neue Länder ohne Berlin-Ost,DE-EAST,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,71206,570.3,491.1
2021,Neue Länder ohne Berlin-Ost,DE-EAST,J00-J99,J00-J99 Krankheiten des Atmungssystems,9212,73.8,63.2
2021,Neue Länder ohne Berlin-Ost,DE-EAST,K00-K93,K00-K93 Krankheiten des Verdauungssystems,8989,72.0,63.6
2021,Neue Länder ohne Berlin-Ost,DE-EAST,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,252,2.0,1.7
2021,Neue Länder ohne Berlin-Ost,DE-EAST,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,899,7.2,6.2
2021,Neue Länder ohne Berlin-Ost,DE-EAST,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,4415,35.4,30.3
2021,Neue Länder ohne Berlin-Ost,DE-EAST,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2021,Neue Länder ohne Berlin-Ost,DE-EAST,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",142,1.1,1.3
2021,Neue Länder ohne Berlin-Ost,DE-EAST,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",266,2.1,2.1
2021,Neue Länder ohne Berlin-Ost,DE-EAST,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",3921,31.4,28.4
2021,Neue Länder ohne Berlin-Ost,DE-EAST,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",8336,66.8,59.7
2021,Neue Länder ohne Berlin-Ost,DE-EAST,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,21618,173.2,148.4
2022,Deutschland,DE,,Alle Krankheiten und Folgen äußerer Ursachen,1066341,1292.1,1292.1
2022,Deutschland,DE,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,17347,21.0,21.0
2022,Deutschland,DE,C00-D48,C00-D48 Neubildungen,239948,290.7,290.7
2022,Deutschland,DE,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,5205,6.3,6.3
2022,Deutschland,DE,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",40561,49.1,49.1
2022,Deutschland,DE,F00-F99,F00-F99 Psychische und Verhaltensstörungen,68777,83.3,83.3
2022,Deutschland,DE,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,39280,47.6,47.6
2022,Deutschland,DE,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,358219,434.1,434.1
2022,Deutschland,DE,J00-J99,J00-J99 Krankheiten des Atmungssystems,67633,82.0,82.0
2022,Deutschland,DE,K00-K93,K00-K93 Krankheiten des Verdauungssystems,46037,55.8,55.8
2022,Deutschland,DE,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,1956,2.4,2.4
2022,Deutschland,DE,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,6826,8.3,8.3
2022,Deutschland,DE,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,28937,35.1,35.1
2022,Deutschland,DE,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2022,Deutschland,DE,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",1372,1.7,1.7
2022,Deutschland,DE,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",2267,2.7,2.7
2022,Deutschland,DE,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",41071,49.8,49.8
2022,Deutschland,DE,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",47912,58.1,58.1
2022,Deutschland,DE,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,52963,64.2,64.2
2022,Baden-Württemberg,DE-BW,,Alle Krankheiten und Folgen äußerer Ursachen,124673,1124.8,1179.0
2022,Baden-Württemberg,DE-BW,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,2058,18.6,19.5
2022,Baden-Württemberg,DE-BW,C00-D48,C00-D48 Neubildungen,27054,244.1,256.8
2022,Baden-Württemberg,DE-BW,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,659,5.9,6.2
2022,Baden-Württemberg,DE-BW,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",5191,46.8,49.1
2022,Baden-Württemberg,DE-BW,F00-F99,F00-F99 Psychische und Verhaltensstörungen,8408,75.9,79.3
2022,Baden-Württemberg,DE-BW,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,4933,44.5,46.8
2022,Baden-Württemberg,DE-BW,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,42632,384.6,403.1
2022,Baden-Württemberg,DE-BW,J00-J99,J00-J99 Krankheiten des Atmungssystems,7372,66.5,70.0
2022,Baden-Württemberg,DE-BW,K00-K93,K00-K93 Krankheiten des Verdauungssystems,5703,51.5,53.9
2022,Baden-Württemberg,DE-BW,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,274,2.5,2.6
2022,Baden-Württemberg,DE-BW,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,996,9.0,9.4
2022,Baden-Württemberg,DE-BW,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,3340,30.1,31.6
2022,Baden-Württemberg,DE-BW,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2022,Baden-Württemberg,DE-BW,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",206,1.9,1.8
2022,Baden-Württemberg,DE-BW,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",337,3.0,3.0
2022,Baden-Württemberg,DE-BW,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",2159,19.5,20.3
2022,Baden-Württemberg,DE-BW,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",6561,59.2,61.4
2022,Baden-Württemberg,DE-BW,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,6787,61.2,64.2
2022,Bayern,DE-BY,,Alle Krankheiten und Folgen äußerer Ursachen,152417,1172.1,1245.3
2022,Bayern,DE-BY,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,2950,22.7,24.1
2022,Bayern,DE-BY,C00-D48,C00-D48 Neubildungen,33477,257.4,270.7
2022,Bayern,DE-BY,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,846,6.5,6.9
2022,Bayern,DE-BY,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",5593,43.0,45.8
2022,Bayern,DE-BY,F00-F99,F00-F99 Psychische und Verhaltensstörungen,9893,76.1,81.7
2022,Bayern,DE-BY,G00-H95,G00-H95 Krankheiten des Nervensystems und der Sinnesorgane,5769,44.4,47.0
2022,Bayern,DE-BY,I00-I99,I00-I99 Krankheiten des Kreislaufsystems,52876,406.6,435.2
2022,Bayern,DE-BY,J00-J99,J00-J99 Krankheiten des Atmungssystems,9313,71.6,76.2
2022,Bayern,DE-BY,K00-K93,K00-K93 Krankheiten des Verdauungssystems,7218,55.5,58.5
2022,Bayern,DE-BY,L00-L99,L00-L99 Krankheiten der Haut und der Unterhaut,334,2.6,2.7
2022,Bayern,DE-BY,M00-M99,M00-M99 Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,1102,8.5,9.0
2022,Bayern,DE-BY,N00-N99,N00-N99 Krankheiten des Urogenitalsystems,4075,31.3,33.6
2022,Bayern,DE-BY,O00-O99,"O00-O99 Schwangerschaft, Geburt und Wochenbett",,,
2022,Bayern,DE-BY,P00-P96,"P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",195,1.5,1.4
2022,Bayern,DE-BY,Q00-Q99,"Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",343,2.6,2.6
2022,Bayern,DE-BY,R00-R99,"R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind",3173,24.4,25.6
2022,Bayern,DE-BY,S00-T98,"S00-T98 Verletzungen, Vergiftungen und bestimmte andere Folgen äußerer Ursachen",7654,58.9,61.5
2022,Bayern,DE-BY,U00-U99,U00-U99 Schlüsselnummern für besondere Zwecke,7602,58.5,62.5
2022,Berlin,DE-BE,,Alle Krankheiten und Folgen äußerer Ursachen,39572,1101.6,1254.5
2022,Berlin,DE-BE,A00-B99,A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,633,17.6,20.0
2022,Berlin,DE-BE,C00-D48,C00-D48 Neubildungen,9327,259.6,294.6
2022,Berlin,DE-BE,D50-D90,D50-D90 Krankheiten des Blutes und der blutbildenden Organe sowie bestimmte Störungen mit Beteiligung des Immunsystems,149,4.1,4.7
2022,Berlin,DE-BE,E00-E90,"E00-E90 Endokrine, Ernährungs- und Stoffwechselkrankheiten",1577,43.9,50.2
